,product_id,category,color,size,season,supplier,cost_price,list_price
8351,P008352,Tops,Yellow,XS,Summer,suppliera,15.12,148.49
8352,P008353,Dresses,Green,S,Winter,supplierb,39.08,39.63
8353,P008354,Shoes,Green,L,Summer,suppliera,34.08,48.75
8354,P008355,Dresses,Green,XL,Spring,suppliera,9.72,152.73
8355,P008356,Tops,Green,XS,Winter,supplierd,68.66,52.55
8356,P008357,Shoes,Green,M,Fall,supplierb,21.3,28.67
8357,P008358,Accessories,Green,S,Summer,supplierc,9.58,195.14
8358,P008359,Bottoms,Red,XS,Spring,supplierc,26.12,119.88
8359,P008360,Accessories,Black,L,Spring,supplierd,29.27,95.67
8360,P008361,Accessories,Unknown,XL,Spring,suppliera,51.91,126.09
8361,P008362,Bottoms,Green,XS,Fall,suppliera,58.82,80.58
8362,P008363,Bottoms,White,L,Fall,supplierd,36.01,45.05
8363,P008364,Bottoms,Yellow,L,Spring,supplierc,50.98,74.48
8364,P008365,Shoes,Red,S,Spring,suppliera,42.31,123.04
8365,P008366,Dresses,White,L,Fall,supplierc,16.55,132.42
8366,P008367,Dresses,Red,S,Winter,supplierd,35.68,12.14
8367,P008368,Bottoms,Blue,M,Fall,suppliera,77.48,132.14
8368,P008369,Accessories,Black,S,Summer,supplierc,42.03,88.77
8369,P008370,Tops,Blue,XS,Fall,supplierd,58.22,51.21
8370,P008371,Bottoms,Red,S,Winter,supplierd,46.14,105.58
8371,P008372,Accessories,Yellow,XL,Winter,supplierc,71.18,44.02
8372,P008373,Accessories,Blue,M,Winter,supplierc,24.71,39.25
8373,P008374,Shoes,Red,S,Winter,supplierc,9.25,101.81
8374,P008375,Shoes,Blue,M,Fall,supplierb,18.59,158.73
8375,P008376,Dresses,Red,S,Winter,suppliera,34.2,12.58
8376,P008377,Dresses,Black,L,Fall,supplierd,48.1,132.07
8377,P008378,Tops,Yellow,L,Winter,supplierd,8.02,25.62
8378,P008379,Tops,Black,XS,Winter,suppliera,16.21,150.63
8379,P008380,Tops,Black,L,Fall,supplierb,6.94,94.16
8380,P008381,Tops,Red,XL,Summer,suppliera,24.36,25.63
8381,P008382,Accessories,White,L,Winter,suppliera,65.85,84.4
8382,P008383,Accessories,Blue,XL,Summer,supplierd,62.19,182.62
8383,P008384,Dresses,Blue,S,Spring,suppliera,6.31,169.71
8384,P008385,Shoes,Blue,S,Winter,supplierc,13.34,107.19
8385,P008386,Shoes,Yellow,XL,Winter,suppliera,10.29,17.59
8386,P008387,Bottoms,Unknown,XS,Winter,suppliera,51.09,148.31
8387,P008388,Accessories,Black,L,Spring,supplierd,38.89,135.56
8388,P008389,Tops,White,XL,Summer,supplierc,43.26,199.74
8389,P008390,Tops,Blue,L,Winter,supplierc,68.15,199.88
8390,P008391,Bottoms,White,M,Fall,suppliera,76.94,172.82
8391,P008392,Shoes,Red,XS,Spring,supplierb,39.84,108.78
8392,P008393,Tops,Red,S,Summer,suppliera,29.08,47.05
8393,P008394,Shoes,Yellow,XL,Summer,supplierb,33.83,96.97
8394,P008395,Bottoms,Blue,M,Spring,supplierb,53.93,112.64
8395,P008396,Shoes,Green,XL,Winter,supplierd,48.0,105.7
8396,P008397,Shoes,Unknown,XL,Winter,suppliera,77.02,82.27
8397,P008398,Shoes,Black,XL,Spring,suppliera,10.27,64.37
8398,P008399,Tops,Yellow,XL,Spring,supplierd,53.84,169.1
8399,P008400,Dresses,Blue,S,Spring,supplierb,45.42,61.78
8400,P008401,Accessories,Black,S,Winter,supplierc,49.24,34.18
8401,P008402,Shoes,Blue,S,Spring,supplierd,46.2,90.16
8402,P008403,Shoes,Black,XS,Spring,suppliera,41.3,130.16
8403,P008404,Shoes,Green,S,Summer,supplierb,42.25,55.95
8404,P008405,Dresses,Green,L,Fall,supplierb,24.31,166.56
8405,P008406,Bottoms,Yellow,S,Spring,supplierd,5.31,166.09
8406,P008407,Tops,Red,XL,Fall,supplierc,40.46,107.68
8407,P008408,Dresses,Unknown,XL,Summer,supplierd,26.25,100.08
8408,P008409,Shoes,Blue,L,Spring,supplierd,58.66,29.2
8409,P008410,Dresses,Green,M,Fall,supplierd,13.52,74.34
8410,P008411,Dresses,Green,XL,Winter,supplierd,54.53,136.84
8411,P008412,Dresses,Yellow,XL,Fall,supplierb,48.58,40.88
8412,P008413,Bottoms,Blue,S,Spring,suppliera,51.98,50.24
8413,P008414,Accessories,Yellow,S,Winter,supplierc,6.62,64.13
8414,P008415,Tops,Yellow,XL,Summer,supplierc,29.28,108.85
8415,P008416,Bottoms,Yellow,L,Fall,supplierc,65.57,134.9
8416,P008417,Bottoms,Blue,XL,Spring,suppliera,25.27,12.12
8417,P008418,Accessories,Red,S,Spring,supplierd,60.57,19.11
8418,P008419,Bottoms,Green,S,Winter,suppliera,79.52,45.07
8419,P008420,Dresses,Black,S,Fall,supplierb,68.45,106.54
8420,P008421,Dresses,Blue,L,Winter,supplierd,23.72,87.78
8421,P008422,Shoes,Blue,XL,Winter,supplierc,28.48,140.48
8422,P008423,Bottoms,Blue,S,Winter,suppliera,58.0,34.14
8423,P008424,Shoes,Yellow,M,Spring,suppliera,59.08,70.54
8424,P008425,Tops,Yellow,S,Winter,supplierb,77.7,46.57
8425,P008426,Dresses,Blue,XS,Spring,suppliera,44.38,145.28
8426,P008427,Tops,Green,M,Fall,supplierd,55.27,116.49
8427,P008428,Accessories,Black,S,Fall,suppliera,35.37,133.54
8428,P008429,Dresses,Red,XS,Winter,supplierb,73.62,10.6
8429,P008430,Tops,White,L,Summer,supplierc,12.01,177.9
8430,P008431,Accessories,Green,XS,Fall,supplierc,20.16,115.59
8431,P008432,Tops,Green,XL,Fall,supplierc,63.13,34.1
8432,P008433,Accessories,White,XL,Winter,supplierc,69.5,182.82
8433,P008434,Accessories,White,L,Summer,supplierc,40.92,64.19
8434,P008435,Dresses,Blue,L,Summer,supplierb,72.73,173.85
8435,P008436,Shoes,Black,L,Winter,supplierd,61.24,29.96
8436,P008437,Accessories,Green,XS,Winter,supplierc,11.44,163.07
8437,P008438,Accessories,Green,XS,Fall,suppliera,59.52,147.61
8438,P008439,Dresses,Red,L,Fall,supplierb,71.27,178.02
8439,P008440,Shoes,White,XS,Summer,supplierb,49.1,103.75
8440,P008441,Bottoms,White,XL,Fall,supplierd,44.69,184.82
8441,P008442,Bottoms,Green,S,Summer,suppliera,63.39,46.98
8442,P008443,Shoes,White,M,Winter,supplierc,16.09,43.16
8443,P008444,Tops,Blue,L,Winter,suppliera,40.22,110.62
8444,P008445,Dresses,Red,XL,Summer,supplierd,34.82,153.68
8445,P008446,Shoes,Green,XS,Summer,suppliera,52.77,193.66
8446,P008447,Bottoms,Yellow,M,Winter,supplierd,41.85,40.58
8447,P008448,Accessories,Red,L,Summer,supplierd,7.47,103.07
8448,P008449,Bottoms,Yellow,XS,Spring,supplierd,17.31,115.14
8449,P008450,Accessories,Blue,XS,Spring,supplierd,75.04,65.35
8450,P008451,Dresses,Red,M,Winter,supplierd,53.13,124.36
8451,P008452,Accessories,Yellow,XS,Spring,supplierd,22.35,92.23
8452,P008453,Shoes,White,M,Summer,supplierc,5.12,188.95
8453,P008454,Accessories,Green,XL,Summer,supplierb,44.55,97.73
8454,P008455,Tops,Red,L,Summer,supplierd,52.3,158.76
8455,P008456,Shoes,Black,XS,Spring,suppliera,11.0,172.7
8456,P008457,Dresses,Green,S,Spring,supplierb,64.99,42.23
8457,P008458,Shoes,Unknown,M,Winter,supplierd,12.55,56.36
8458,P008459,Tops,Green,XL,Spring,suppliera,49.67,60.45
8459,P008460,Dresses,Yellow,S,Spring,supplierd,74.5,156.31
8460,P008461,Bottoms,Red,L,Spring,supplierd,31.37,56.97
8461,P008462,Tops,Red,XL,Fall,supplierd,20.16,125.22
8462,P008463,Dresses,White,M,Spring,supplierc,9.82,67.83
8463,P008464,Accessories,Red,XL,Winter,supplierd,9.68,140.89
8464,P008465,Shoes,Black,XL,Winter,supplierd,56.76,118.63
8465,P008466,Dresses,White,XL,Winter,supplierc,55.25,161.18
8466,P008467,Shoes,Black,L,Spring,suppliera,28.77,70.16
8467,P008468,Accessories,Yellow,S,Fall,supplierc,76.84,183.92
8468,P008469,Dresses,Black,XL,Spring,suppliera,79.19,39.34
8469,P008470,Bottoms,Blue,XS,Summer,suppliera,40.02,175.18
8470,P008471,Tops,Black,XL,Spring,supplierd,46.04,180.26
8471,P008472,Dresses,Red,XL,Winter,supplierd,6.9,165.69
8472,P008473,Accessories,Green,L,Fall,supplierd,40.02,81.29
8473,P008474,Dresses,White,L,Spring,supplierd,13.22,52.01
8474,P008475,Shoes,White,L,Winter,supplierc,21.26,181.06
8475,P008476,Dresses,White,L,Spring,supplierc,46.93,54.85
8476,P008477,Bottoms,Green,XL,Winter,supplierc,72.48,72.66
8477,P008478,Dresses,Black,XL,Fall,supplierb,14.07,15.59
8478,P008479,Tops,Yellow,M,Winter,supplierd,77.61,38.06
8479,P008480,Dresses,Blue,L,Winter,supplierb,24.18,26.29
8480,P008481,Shoes,Red,M,Summer,supplierb,6.06,197.53
8481,P008482,Dresses,Yellow,S,Spring,suppliera,55.56,152.7
8482,P008483,Bottoms,White,L,Summer,supplierd,77.34,158.65
8483,P008484,Accessories,Red,S,Winter,supplierc,78.93,114.09
8484,P008485,Dresses,Black,XS,Spring,suppliera,16.28,110.95
8485,P008486,Dresses,Yellow,XL,Summer,supplierb,25.24,61.22
8486,P008487,Tops,Blue,XL,Fall,supplierd,30.53,21.09
8487,P008488,Bottoms,White,M,Summer,suppliera,16.69,97.81
8488,P008489,Accessories,Black,XL,Winter,suppliera,41.14,26.14
8489,P008490,Shoes,Yellow,S,Winter,suppliera,31.51,147.96
8490,P008491,Dresses,Blue,XL,Spring,supplierd,79.53,193.05
8491,P008492,Accessories,Yellow,L,Winter,supplierc,32.53,11.34
8492,P008493,Shoes,White,XS,Summer,supplierc,48.46,120.11
8493,P008494,Bottoms,Black,M,Summer,supplierc,49.54,67.13
8494,P008495,Bottoms,Red,M,Winter,suppliera,43.08,114.36
8495,P008496,Accessories,Yellow,M,Fall,suppliera,64.79,194.65
8496,P008497,Shoes,Green,L,Winter,supplierc,43.0,43.19
8497,P008498,Bottoms,White,XL,Fall,supplierd,49.86,183.65
8498,P008499,Accessories,Blue,L,Spring,supplierb,10.63,40.58
8499,P008500,Bottoms,Blue,S,Summer,supplierb,30.52,77.73
8500,P008501,Bottoms,Green,XL,Winter,supplierb,32.4,60.44
8501,P008502,Bottoms,Green,L,Winter,supplierc,16.77,129.63
8502,P008503,Tops,Black,S,Summer,supplierc,77.97,77.45
8503,P008504,Shoes,Green,S,Summer,supplierd,48.52,176.23
8504,P008505,Accessories,White,L,Winter,supplierb,7.72,81.02
8505,P008506,Accessories,Yellow,L,Summer,supplierb,32.96,42.06
8506,P008507,Shoes,Green,XS,Spring,supplierb,56.93,54.33
8507,P008508,Shoes,White,L,Summer,supplierb,52.39,18.14
8508,P008509,Shoes,Red,M,Summer,supplierd,18.17,149.74
8509,P008510,Shoes,Green,XL,Fall,suppliera,36.42,96.17
8510,P008511,Dresses,Red,S,Winter,suppliera,36.18,129.81
8511,P008512,Accessories,Yellow,M,Fall,suppliera,53.8,18.22
8512,P008513,Dresses,Blue,M,Summer,supplierb,43.06,87.49
8513,P008514,Bottoms,Yellow,S,Summer,supplierb,71.45,16.96
8514,P008515,Bottoms,Green,XL,Fall,supplierb,57.58,136.37
8515,P008516,Accessories,Blue,XS,Fall,supplierd,65.06,160.97
8516,P008517,Bottoms,Yellow,XS,Fall,supplierb,55.26,174.49
8517,P008518,Shoes,Red,M,Winter,supplierd,16.13,163.93
8518,P008519,Dresses,Blue,M,Fall,supplierb,23.9,121.65
8519,P008520,Shoes,Red,L,Fall,suppliera,21.14,91.03
8520,P008521,Bottoms,Black,XS,Summer,supplierd,34.06,130.98
8521,P008522,Dresses,Yellow,XS,Spring,suppliera,12.6,129.44
8522,P008523,Shoes,Yellow,XL,Spring,supplierb,27.99,88.89
8523,P008524,Accessories,Red,L,Winter,suppliera,71.02,78.49
8524,P008525,Shoes,Black,S,Spring,supplierc,54.7,149.12
8525,P008526,Bottoms,Blue,S,Fall,supplierb,51.27,37.0
8526,P008527,Dresses,Red,XL,Fall,supplierc,30.18,19.82
8527,P008528,Accessories,Black,S,Summer,supplierd,10.12,79.89
8528,P008529,Dresses,Red,XS,Spring,suppliera,39.46,134.89
8529,P008530,Accessories,White,M,Spring,supplierd,63.94,83.51
8530,P008531,Dresses,Yellow,L,Summer,suppliera,10.22,72.71
8531,P008532,Bottoms,White,S,Summer,supplierb,54.2,95.48
8532,P008533,Accessories,Blue,S,Spring,supplierb,53.26,148.04
8533,P008534,Tops,White,S,Winter,supplierc,11.43,81.95
8534,P008535,Dresses,Yellow,S,Fall,suppliera,30.06,25.44
8535,P008536,Dresses,Green,M,Fall,supplierc,13.02,154.03
8536,P008537,Shoes,Black,M,Spring,supplierc,15.25,160.06
8537,P008538,Accessories,Yellow,XL,Spring,supplierd,76.06,78.36
8538,P008539,Tops,Yellow,XS,Summer,supplierb,54.56,62.58
8539,P008540,Bottoms,Unknown,S,Winter,supplierb,63.26,26.75
8540,P008541,Shoes,White,XL,Summer,suppliera,32.74,144.15
8541,P008542,Tops,Blue,XS,Fall,supplierc,27.35,52.55
8542,P008543,Accessories,Green,M,Winter,supplierc,75.39,20.2
8543,P008544,Tops,Yellow,S,Winter,supplierb,63.68,51.7
8544,P008545,Dresses,Blue,M,Fall,supplierc,24.93,57.35
8545,P008546,Dresses,Red,S,Summer,supplierd,38.48,34.87
8546,P008547,Shoes,Yellow,M,Winter,supplierb,54.96,116.18
8547,P008548,Accessories,Green,XL,Summer,supplierc,39.67,76.19
8548,P008549,Accessories,Red,XL,Summer,suppliera,15.28,84.34
8549,P008550,Tops,Green,M,Summer,supplierd,77.52,141.15
8550,P008551,Shoes,Black,M,Spring,supplierd,22.06,104.19
8551,P008552,Accessories,Blue,L,Summer,supplierd,11.18,134.15
8552,P008553,Dresses,Red,S,Summer,supplierb,71.18,61.56
8553,P008554,Tops,White,L,Winter,suppliera,31.72,198.19
8554,P008555,Bottoms,Green,M,Summer,supplierc,75.86,41.08
8555,P008556,Dresses,Yellow,XL,Spring,supplierc,21.06,134.02
8556,P008557,Shoes,Red,S,Summer,supplierd,13.69,183.06
8557,P008558,Accessories,Green,XL,Winter,supplierd,75.63,23.33
8558,P008559,Dresses,Green,M,Fall,supplierc,17.36,49.22
8559,P008560,Bottoms,Green,L,Winter,supplierd,16.68,167.15
8560,P008561,Bottoms,Red,S,Summer,suppliera,40.44,59.15
8561,P008562,Shoes,Red,L,Summer,supplierb,44.11,98.03
8562,P008563,Dresses,Green,S,Fall,suppliera,50.05,142.93
8563,P008564,Tops,White,XL,Winter,supplierb,9.6,142.24
8564,P008565,Dresses,Yellow,XS,Spring,supplierb,20.76,65.03
8565,P008566,Bottoms,Blue,S,Spring,supplierd,53.83,103.8
8566,P008567,Shoes,Green,M,Fall,supplierd,10.06,12.99
8567,P008568,Shoes,White,S,Summer,supplierb,17.09,10.87
8568,P008569,Tops,Blue,M,Summer,supplierb,48.17,54.44
8569,P008570,Shoes,Green,XS,Winter,supplierc,65.17,144.49
8570,P008571,Shoes,Blue,XS,Spring,supplierd,43.45,89.2
8571,P008572,Shoes,Green,XL,Spring,supplierb,15.09,164.01
8572,P008573,Shoes,Red,XL,Summer,supplierb,30.48,137.66
8573,P008574,Shoes,Green,XS,Spring,supplierb,65.58,44.13
8574,P008575,Bottoms,Green,S,Summer,supplierc,39.85,61.23
8575,P008576,Dresses,Green,S,Fall,supplierb,51.47,165.46
8576,P008577,Accessories,Green,XL,Summer,supplierb,9.18,125.07
8577,P008578,Shoes,White,S,Spring,suppliera,8.68,72.54
8578,P008579,Accessories,Black,S,Summer,supplierd,23.68,23.96
8579,P008580,Accessories,White,S,Summer,supplierc,70.62,177.11
8580,P008581,Bottoms,White,S,Summer,supplierc,5.39,23.3
8581,P008582,Shoes,Red,M,Fall,supplierd,5.01,128.0
8582,P008583,Accessories,Unknown,XL,Spring,supplierb,79.09,11.78
8583,P008584,Shoes,White,XS,Spring,supplierc,7.37,21.06
8584,P008585,Tops,Blue,XS,Summer,supplierb,31.72,169.48
8585,P008586,Tops,Green,M,Fall,supplierc,12.07,151.78
8586,P008587,Tops,Red,XL,Spring,supplierb,45.08,11.45
8587,P008588,Accessories,Yellow,M,Summer,supplierc,65.41,96.95
8588,P008589,Tops,Yellow,XL,Summer,supplierb,57.45,85.36
8589,P008590,Bottoms,Red,M,Spring,suppliera,24.16,151.55
8590,P008591,Bottoms,Blue,S,Summer,supplierc,44.14,79.75
8591,P008592,Accessories,Yellow,M,Spring,supplierb,70.54,104.58
8592,P008593,Shoes,Red,M,Winter,supplierc,23.19,92.71
8593,P008594,Dresses,Yellow,L,Summer,supplierc,15.94,55.3
8594,P008595,Shoes,Green,XL,Summer,supplierc,76.22,53.19
8595,P008596,Shoes,Black,S,Spring,suppliera,42.38,157.36
8596,P008597,Shoes,Black,M,Summer,supplierb,35.5,148.18
8597,P008598,Shoes,White,S,Spring,supplierc,18.15,80.86
8598,P008599,Dresses,Red,XL,Winter,supplierc,46.83,57.41
8599,P008600,Tops,Green,XS,Spring,supplierd,33.18,126.69
8600,P008601,Shoes,Blue,L,Spring,supplierc,43.93,166.36
8601,P008602,Bottoms,Blue,L,Winter,supplierc,58.26,88.81
8602,P008603,Accessories,Green,XL,Winter,supplierd,57.04,39.26
8603,P008604,Accessories,Green,L,Spring,supplierc,68.79,153.19
8604,P008605,Bottoms,Blue,XS,Winter,supplierc,69.98,83.58
8605,P008606,Shoes,Red,S,Fall,supplierd,63.52,59.74
8606,P008607,Dresses,Yellow,M,Fall,supplierb,17.13,118.09
8607,P008608,Tops,White,XL,Summer,supplierc,37.12,46.56
8608,P008609,Accessories,White,XL,Winter,supplierb,17.14,74.05
8609,P008610,Tops,White,L,Fall,supplierd,29.36,143.55
8610,P008611,Dresses,Green,M,Winter,supplierc,7.75,50.0
8611,P008612,Accessories,Blue,L,Fall,supplierb,51.14,199.49
8612,P008613,Tops,Blue,L,Winter,suppliera,6.52,31.9
8613,P008614,Dresses,Blue,S,Fall,suppliera,49.6,76.24
8614,P008615,Tops,Yellow,S,Spring,supplierd,50.32,39.27
8615,P008616,Shoes,Blue,L,Spring,supplierd,64.9,137.16
8616,P008617,Dresses,Blue,XS,Fall,supplierc,17.75,182.96
8617,P008618,Tops,Black,XL,Winter,supplierd,53.09,96.34
8618,P008619,Shoes,Yellow,XS,Fall,supplierc,17.83,21.03
8619,P008620,Shoes,Green,XL,Summer,supplierb,61.75,47.76
8620,P008621,Dresses,Yellow,M,Spring,supplierc,9.51,135.23
8621,P008622,Bottoms,Green,M,Summer,supplierd,63.9,24.57
8622,P008623,Accessories,Black,XS,Fall,supplierc,54.78,33.17
8623,P008624,Dresses,White,L,Spring,suppliera,45.81,51.12
8624,P008625,Shoes,Red,L,Spring,supplierc,21.04,171.51
8625,P008626,Shoes,Yellow,M,Winter,suppliera,71.31,175.22
8626,P008627,Dresses,Green,L,Fall,suppliera,56.01,128.27
8627,P008628,Bottoms,Green,S,Spring,supplierc,19.31,19.93
8628,P008629,Accessories,Black,M,Spring,suppliera,21.17,48.91
8629,P008630,Tops,Green,XL,Fall,supplierb,39.06,28.59
8630,P008631,Dresses,Green,XL,Summer,supplierc,59.28,15.99
8631,P008632,Accessories,White,L,Spring,supplierb,52.88,90.82
8632,P008633,Accessories,Black,XL,Winter,suppliera,54.31,94.98
8633,P008634,Shoes,Yellow,XL,Summer,supplierd,27.45,164.62
8634,P008635,Tops,Green,XS,Winter,supplierd,29.39,138.88
8635,P008636,Dresses,Blue,XS,Fall,supplierd,53.7,60.77
8636,P008637,Shoes,Black,XL,Summer,supplierd,36.66,78.73
8637,P008638,Shoes,White,M,Winter,supplierc,65.6,195.29
8638,P008639,Bottoms,Yellow,XL,Summer,supplierc,25.82,149.37
8639,P008640,Accessories,Red,S,Fall,suppliera,71.7,118.41
8640,P008641,Dresses,Green,M,Summer,supplierd,64.76,190.64
8641,P008642,Dresses,Blue,S,Winter,supplierc,57.91,59.94
8642,P008643,Dresses,Blue,S,Winter,supplierc,76.9,68.5
8643,P008644,Shoes,Red,L,Spring,supplierd,79.53,197.61
8644,P008645,Bottoms,Black,XS,Winter,supplierc,26.88,87.84
8645,P008646,Tops,White,L,Spring,supplierb,49.07,137.83
8646,P008647,Shoes,Green,S,Fall,suppliera,77.46,162.43
8647,P008648,Tops,Green,L,Spring,suppliera,61.0,120.86
8648,P008649,Bottoms,Yellow,L,Fall,supplierc,70.15,184.97
8649,P008650,Accessories,Green,M,Fall,suppliera,73.17,75.28
8650,P008651,Dresses,Blue,L,Spring,supplierd,74.41,175.36
8651,P008652,Tops,Black,M,Summer,supplierc,67.32,113.36
8652,P008653,Shoes,Red,L,Winter,supplierd,18.75,153.96
8653,P008654,Tops,Black,L,Winter,supplierc,63.02,90.78
8654,P008655,Accessories,White,S,Spring,supplierb,39.42,36.09
8655,P008656,Dresses,White,S,Summer,supplierb,66.51,102.77
8656,P008657,Tops,Red,XL,Spring,supplierb,53.37,12.6
8657,P008658,Accessories,Blue,XL,Summer,supplierd,38.1,31.32
8658,P008659,Shoes,Yellow,M,Summer,supplierc,56.59,130.66
8659,P008660,Bottoms,Red,S,Fall,supplierd,45.7,99.29
8660,P008661,Shoes,Yellow,XL,Summer,suppliera,14.49,32.49
8661,P008662,Dresses,White,L,Spring,supplierb,64.83,96.69
8662,P008663,Shoes,Blue,S,Fall,supplierd,52.62,151.25
8663,P008664,Shoes,Black,L,Summer,supplierb,40.08,108.87
8664,P008665,Shoes,White,L,Winter,suppliera,22.66,113.85
8665,P008666,Shoes,Blue,M,Winter,supplierb,46.63,36.49
8666,P008667,Dresses,Blue,S,Spring,supplierb,54.86,94.95
8667,P008668,Accessories,Green,L,Winter,suppliera,66.49,56.57
8668,P008669,Tops,Black,M,Summer,suppliera,48.83,127.21
8669,P008670,Bottoms,Blue,XS,Spring,suppliera,15.48,197.77
8670,P008671,Tops,Red,XS,Winter,supplierc,79.55,125.6
8671,P008672,Tops,Yellow,L,Fall,supplierc,38.53,91.29
8672,P008673,Bottoms,Black,L,Summer,supplierb,37.02,186.56
8673,P008674,Dresses,Black,XS,Fall,suppliera,67.82,46.18
8674,P008675,Bottoms,White,XL,Fall,supplierb,22.46,37.44
8675,P008676,Dresses,Black,M,Fall,suppliera,41.6,123.63
8676,P008677,Tops,Black,L,Spring,suppliera,10.14,160.67
8677,P008678,Dresses,Green,XS,Spring,suppliera,76.46,132.34
8678,P008679,Accessories,Black,XS,Spring,suppliera,71.34,14.37
8679,P008680,Bottoms,Yellow,XS,Fall,supplierb,50.24,87.19
8680,P008681,Accessories,Yellow,XS,Fall,supplierd,41.5,54.13
8681,P008682,Tops,Yellow,XS,Summer,supplierb,48.55,173.42
8682,P008683,Bottoms,Blue,XS,Winter,suppliera,65.31,78.74
8683,P008684,Tops,Red,L,Winter,supplierc,53.13,11.68
8684,P008685,Accessories,Yellow,M,Summer,supplierb,12.29,40.32
8685,P008686,Tops,Green,XS,Fall,supplierd,33.99,164.67
8686,P008687,Bottoms,Green,XS,Winter,supplierc,75.44,187.46
8687,P008688,Bottoms,Green,XS,Spring,suppliera,76.0,16.38
8688,P008689,Tops,Green,XS,Winter,supplierd,28.8,152.65
8689,P008690,Bottoms,White,XS,Summer,supplierd,50.05,46.25
8690,P008691,Bottoms,Green,S,Fall,supplierd,27.46,85.91
8691,P008692,Tops,White,S,Winter,suppliera,34.26,143.92
8692,P008693,Accessories,White,XS,Spring,supplierd,60.24,169.69
8693,P008694,Bottoms,Black,XS,Winter,suppliera,11.79,14.09
8694,P008695,Bottoms,Red,XL,Spring,supplierc,74.03,186.4
8695,P008696,Bottoms,Black,XL,Fall,suppliera,6.79,182.46
8696,P008697,Bottoms,White,M,Fall,suppliera,43.62,68.81
8697,P008698,Tops,Black,S,Winter,supplierc,63.1,143.28
8698,P008699,Accessories,Blue,L,Winter,supplierd,24.39,45.88
8699,P008700,Accessories,Green,M,Winter,supplierd,58.88,147.96
8700,P008701,Dresses,Green,M,Spring,supplierc,13.11,34.63
8701,P008702,Bottoms,White,XS,Summer,supplierc,61.6,142.75
8702,P008703,Bottoms,Black,XS,Spring,supplierb,27.75,73.97
8703,P008704,Dresses,Blue,L,Spring,supplierc,67.64,150.2
8704,P008705,Accessories,Blue,XL,Winter,supplierc,52.42,173.13
8705,P008706,Shoes,Yellow,XS,Winter,supplierd,10.51,28.46
8706,P008707,Shoes,Blue,S,Winter,supplierc,30.19,23.44
8707,P008708,Accessories,White,L,Fall,supplierd,44.75,42.66
8708,P008709,Bottoms,Yellow,L,Fall,supplierd,50.67,95.47
8709,P008710,Shoes,Black,XS,Winter,supplierb,39.65,173.99
8710,P008711,Tops,Blue,L,Spring,suppliera,56.62,113.86
8711,P008712,Tops,Blue,XL,Winter,supplierc,26.82,34.63
8712,P008713,Dresses,Black,XS,Summer,suppliera,63.87,18.18
8713,P008714,Accessories,Black,XL,Winter,supplierb,51.66,39.86
8714,P008715,Accessories,Green,XL,Winter,supplierd,21.21,65.35
8715,P008716,Shoes,Red,S,Spring,supplierb,61.15,135.36
8716,P008717,Bottoms,Red,XS,Fall,supplierb,73.47,174.25
8717,P008718,Accessories,Blue,S,Winter,suppliera,36.32,139.34
8718,P008719,Shoes,Black,S,Fall,suppliera,36.94,10.62
8719,P008720,Shoes,Green,L,Fall,supplierd,7.43,153.58
8720,P008721,Accessories,White,M,Winter,supplierc,25.93,150.43
8721,P008722,Shoes,Red,XS,Summer,suppliera,20.18,13.8
8722,P008723,Dresses,Yellow,XL,Winter,supplierb,47.12,117.57
8723,P008724,Dresses,Red,L,Spring,supplierc,56.21,198.37
8724,P008725,Accessories,Black,S,Fall,suppliera,64.36,181.68
8725,P008726,Bottoms,White,S,Spring,suppliera,49.11,60.16
8726,P008727,Dresses,Red,XS,Fall,supplierd,57.8,75.83
8727,P008728,Dresses,Green,L,Fall,supplierd,66.87,73.3
8728,P008729,Accessories,Red,XL,Fall,supplierc,20.01,149.51
8729,P008730,Tops,Black,S,Spring,supplierc,57.97,35.56
8730,P008731,Shoes,Black,L,Winter,suppliera,22.84,25.86
8731,P008732,Dresses,Yellow,XL,Winter,supplierc,14.09,81.49
8732,P008733,Tops,Yellow,L,Spring,supplierc,5.89,25.01
8733,P008734,Bottoms,White,S,Spring,suppliera,42.06,191.94
8734,P008735,Tops,Red,S,Spring,supplierc,62.22,53.66
8735,P008736,Accessories,White,XL,Summer,supplierd,37.94,18.97
8736,P008737,Bottoms,Red,L,Fall,supplierb,5.72,55.34
8737,P008738,Bottoms,Blue,S,Winter,suppliera,64.5,127.71
8738,P008739,Tops,Red,L,Summer,supplierb,64.17,170.49
8739,P008740,Accessories,Black,XS,Spring,supplierd,33.49,39.72
8740,P008741,Dresses,Black,XL,Summer,supplierb,72.47,98.69
8741,P008742,Tops,Blue,M,Summer,supplierd,39.92,45.0
8742,P008743,Dresses,Red,XL,Spring,supplierb,55.72,164.72
8743,P008744,Tops,Red,S,Fall,supplierb,28.68,66.82
8744,P008745,Dresses,Black,L,Summer,supplierd,30.8,107.58
8745,P008746,Tops,Blue,XL,Spring,supplierb,6.14,104.26
8746,P008747,Bottoms,Unknown,M,Summer,suppliera,34.14,28.65
8747,P008748,Shoes,Blue,XS,Winter,suppliera,69.46,22.02
8748,P008749,Bottoms,Black,S,Winter,supplierb,33.76,117.37
8749,P008750,Dresses,Green,L,Winter,supplierc,34.32,150.44
8750,P008751,Accessories,Red,XS,Spring,supplierc,65.4,116.69
8751,P008752,Bottoms,White,S,Spring,supplierc,51.42,21.22
