,customer_id,age,gender,city
4207,C004208,59,Female,Porto
4208,C004209,55,Male,Braga
4209,C004210,45,Female,Lisbon
4210,C004211,40,Female,Porto
4211,C004212,50,Male,Lisbon
4212,C004213,41,Other,Porto
4213,C004214,37,Female,Faro
4214,C004215,30,Female,Porto
4215,C004216,47,Other,Faro
4216,C004217,33,Other,Porto
4217,C004218,29,Other,Coimbra
4218,C004219,56,Other,Faro
4219,C004220,53,Other,Coimbra
4220,C004221,20,Other,Braga
4221,C004222,50,Other,Faro
4222,C004223,38,Female,Porto
4223,C004224,68,Male,Lisbon
4224,C004225,48,Male,Braga
4225,C004226,44,Other,Braga
4226,C004227,69,Male,Coimbra
4227,C004228,39,Other,Coimbra
4228,C004229,64,Other,Lisbon
4229,C004230,27,Other,Faro
4230,C004231,58,Male,Lisbon
4231,C004232,30,Female,Coimbra
4232,C004233,61,Male,Lisbon
4233,C004234,35,Female,Lisbon
4234,C004235,17,Other,Lisbon
4235,C004236,31,Other,Lisbon
4236,C004237,54,Male,Lisbon
4237,C004238,35,Female,Lisbon
4238,C004239,65,Other,Faro
4239,C004240,65,Male,Porto
4240,C004241,26,Male,Faro
4241,C004242,65,Other,Porto
4242,C004243,32,Female,Faro
4243,C004244,48,Male,Lisbon
4244,C004245,69,Other,Lisbon
4245,C004246,20,Other,Braga
4246,C004247,49,Male,Braga
4247,C004248,43,Female,Braga
4248,C004249,65,Female,Lisbon
4249,C004250,56,Female,Braga
4250,C004251,27,Other,Coimbra
4251,C004252,50,Female,Lisbon
4252,C004253,25,Male,Braga
4253,C004254,21,Male,Braga
4254,C004255,37,Other,Faro
4255,C004256,57,Other,Porto
4256,C004257,64,Male,Braga
4257,C004258,45,Other,Faro
4258,C004259,65,Female,Braga
4259,C004260,67,Female,Coimbra
4260,C004261,37,Male,Faro
4261,C004262,55,Female,Lisbon
4262,C004263,53,Unknown,Coimbra
4263,C004264,41,Female,Coimbra
4264,C004265,49,Female,Faro
4265,C004266,34,Male,Lisbon
4266,C004267,26,Male,Lisbon
4267,C004268,39,Female,Coimbra
4268,C004269,66,Male,Coimbra
4269,C004270,17,Other,Porto
4270,C004271,43,Female,Braga
4271,C004272,26,Male,Braga
4272,C004273,40,Other,Braga
4273,C004274,20,Other,Braga
4274,C004275,42,Other,Porto
4275,C004276,60,Male,Braga
4276,C004277,30,Male,Braga
4277,C004278,35,Male,Lisbon
4278,C004279,20,Other,Faro
4279,C004280,22,Other,Coimbra
4280,C004281,62,Other,Lisbon
4281,C004282,69,Male,Braga
4282,C004283,65,Female,Coimbra
4283,C004284,41,Female,Braga
4284,C004285,57,Other,Porto
4285,C004286,57,Other,Faro
4286,C004287,35,Female,Coimbra
4287,C004288,46,Other,Lisbon
4288,C004289,20,Male,Porto
4289,C004290,18,Female,Faro
4290,C004291,48,Other,Porto
4291,C004292,33,Female,Lisbon
4292,C004293,17,Other,Braga
4293,C004294,47,Other,Porto
4294,C004295,64,Other,Lisbon
4295,C004296,35,Female,Porto
4296,C004297,38,Female,Braga
4297,C004298,64,Female,Lisbon
4298,C004299,16,Male,Braga
4299,C004300,38,Other,Porto
4300,C004301,45,Male,Braga
4301,C004302,58,Other,Braga
4302,C004303,65,Male,Coimbra
4303,C004304,63,Female,Coimbra
4304,C004305,55,Female,Porto
4305,C004306,37,Female,Porto
4306,C004307,43,Male,Faro
4307,C004308,20,Other,Coimbra
4308,C004309,45,Male,Porto
4309,C004310,66,Male,Faro
4310,C004311,34,Female,Lisbon
4311,C004312,50,Other,Faro
4312,C004313,38,Other,Porto
4313,C004314,22,Female,Lisbon
4314,C004315,65,Other,Faro
4315,C004316,35,Other,Porto
4316,C004317,38,Female,Faro
4317,C004318,50,Female,Porto
4318,C004319,50,Other,Porto
4319,C004320,55,Other,Lisbon
4320,C004321,45,Female,Porto
4321,C004322,67,Other,Faro
4322,C004323,40,Female,Porto
4323,C004324,64,Male,Faro
4324,C004325,18,Other,Porto
4325,C004326,55,Other,Braga
4326,C004327,30,Other,Lisbon
4327,C004328,67,Male,Coimbra
4328,C004329,33,Other,Porto
4329,C004330,41,Unknown,Braga
4330,C004331,52,Female,Braga
4331,C004332,54,Female,Coimbra
4332,C004333,67,Female,Lisbon
4333,C004334,67,Other,Coimbra
4334,C004335,64,Female,Porto
4335,C004336,47,Male,Lisbon
4336,C004337,28,Male,Lisbon
4337,C004338,64,Female,Porto
4338,C004339,17,Male,Faro
4339,C004340,28,Male,Braga
4340,C004341,64,Female,Faro
4341,C004342,51,Male,Coimbra
4342,C004343,23,Male,Faro
4343,C004344,42,Other,Porto
4344,C004345,69,Female,Lisbon
4345,C004346,45,Male,Coimbra
4346,C004347,38,Male,Faro
4347,C004348,57,Female,Braga
4348,C004349,30,Male,Porto
4349,C004350,32,Other,Coimbra
4350,C004351,18,Female,Braga
4351,C004352,45,Male,Faro
4352,C004353,55,Female,Braga
4353,C004354,36,Male,Porto
4354,C004355,68,Female,Braga
4355,C004356,44,Female,Lisbon
4356,C004357,34,Male,Faro
4357,C004358,25,Other,Lisbon
4358,C004359,61,Other,Lisbon
4359,C004360,45,Other,Coimbra
4360,C004361,35,Female,Braga
4361,C004362,17,Male,Lisbon
4362,C004363,52,Male,Porto
4363,C004364,24,Male,Porto
4364,C004365,16,Female,Faro
4365,C004366,51,Male,Braga
4366,C004367,54,Other,Braga
4367,C004368,16,Other,Braga
4368,C004369,21,Other,Faro
4369,C004370,54,Other,Lisbon
4370,C004371,68,Female,Lisbon
4371,C004372,61,Female,Faro
4372,C004373,25,Female,Braga
4373,C004374,25,Male,Porto
4374,C004375,30,Other,Faro
4375,C004376,67,Female,Lisbon
4376,C004377,17,Unknown,Faro
4377,C004378,47,Male,Porto
4378,C004379,31,Other,Coimbra
4379,C004380,64,Other,Lisbon
4380,C004381,69,Other,Lisbon
4381,C004382,19,Male,Faro
4382,C004383,23,Female,Coimbra
4383,C004384,33,Other,Coimbra
4384,C004385,20,Male,Braga
4385,C004386,18,Other,Lisbon
4386,C004387,46,Other,Coimbra
4387,C004388,53,Other,Braga
4388,C004389,19,Other,Lisbon
4389,C004390,50,Male,Lisbon
4390,C004391,33,Female,Lisbon
4391,C004392,33,Female,Faro
4392,C004393,28,Unknown,Coimbra
4393,C004394,22,Other,Porto
4394,C004395,16,Male,Braga
4395,C004396,54,Female,Porto
4396,C004397,60,Female,Porto
4397,C004398,26,Female,Coimbra
4398,C004399,39,Other,Lisbon
4399,C004400,59,Other,Braga
4400,C004401,56,Other,Coimbra
4401,C004402,45,Other,Faro
4402,C004403,26,Female,Braga
4403,C004404,60,Other,Braga
4404,C004405,54,Male,Faro
4405,C004406,45,Other,Coimbra
4406,C004407,67,Female,Braga
4407,C004408,43,Female,Faro
4408,C004409,55,Female,Porto
4409,C004410,46,Male,Faro
4410,C004411,33,Male,Lisbon
4411,C004412,22,Male,Faro
4412,C004413,49,Female,Porto
4413,C004414,39,Male,Lisbon
4414,C004415,29,Female,Faro
4415,C004416,60,Male,Coimbra
4416,C004417,60,Male,Faro
4417,C004418,59,Female,Faro
4418,C004419,21,Other,Lisbon
4419,C004420,41,Other,Faro
4420,C004421,52,Male,Faro
4421,C004422,45,Female,Coimbra
4422,C004423,23,Other,Lisbon
4423,C004424,59,Female,Faro
4424,C004425,60,Other,Coimbra
4425,C004426,23,Male,Braga
4426,C004427,46,Female,Coimbra
4427,C004428,62,Female,Faro
4428,C004429,69,Other,Faro
4429,C004430,59,Male,Coimbra
4430,C004431,69,Other,Coimbra
4431,C004432,65,Female,Coimbra
4432,C004433,31,Other,Lisbon
4433,C004434,17,Male,Porto
4434,C004435,27,Male,Braga
4435,C004436,49,Other,Porto
4436,C004437,44,Female,Porto
4437,C004438,34,Other,Lisbon
4438,C004439,50,Female,Braga
4439,C004440,19,Other,Braga
4440,C004441,26,Male,Coimbra
4441,C004442,27,Other,Faro
4442,C004443,53,Male,Porto
4443,C004444,67,Female,Lisbon
4444,C004445,35,Female,Porto
4445,C004446,38,Male,Coimbra
4446,C004447,45,Other,Coimbra
4447,C004448,31,Female,Porto
4448,C004449,41,Male,Faro
4449,C004450,66,Male,Porto
4450,C004451,47,Female,Coimbra
4451,C004452,25,Male,Faro
4452,C004453,23,Male,Porto
4453,C004454,33,Female,Lisbon
4454,C004455,43,Female,Porto
4455,C004456,26,Male,Porto
4456,C004457,23,Male,Braga
4457,C004458,47,Other,Porto
4458,C004459,65,Other,Faro
4459,C004460,27,Male,Porto
4460,C004461,33,Other,Faro
4461,C004462,53,Female,Braga
4462,C004463,28,Female,Braga
4463,C004464,48,Male,Faro
4464,C004465,26,Other,Porto
4465,C004466,42,Female,Porto
4466,C004467,64,Male,Faro
4467,C004468,28,Other,Coimbra
4468,C004469,62,Female,Braga
4469,C004470,24,Other,Lisbon
4470,C004471,19,Other,Faro
4471,C004472,42,Male,Porto
4472,C004473,18,Male,Porto
4473,C004474,43,Male,Coimbra
4474,C004475,17,Male,Braga
4475,C004476,66,Female,Coimbra
4476,C004477,60,Other,Coimbra
4477,C004478,42,Male,Coimbra
4478,C004479,50,Other,Braga
4479,C004480,19,Other,Lisbon
4480,C004481,34,Male,Lisbon
4481,C004482,34,Unknown,Coimbra
4482,C004483,55,Other,Coimbra
4483,C004484,67,Female,Lisbon
4484,C004485,20,Male,Lisbon
4485,C004486,46,Female,Braga
4486,C004487,40,Female,Braga
4487,C004488,24,Other,Faro
4488,C004489,47,Male,Lisbon
4489,C004490,18,Male,Coimbra
4490,C004491,32,Other,Coimbra
4491,C004492,20,Other,Coimbra
4492,C004493,52,Male,Lisbon
4493,C004494,50,Male,Porto
4494,C004495,61,Other,Faro
4495,C004496,54,Female,Braga
4496,C004497,47,Male,Porto
4497,C004498,18,Female,Lisbon
4498,C004499,58,Male,Coimbra
4499,C004500,41,Male,Braga
4500,C004501,37,Female,Coimbra
4501,C004502,45,Other,Lisbon
4502,C004503,22,Male,Faro
4503,C004504,69,Female,Faro
4504,C004505,39,Other,Faro
4505,C004506,29,Other,Coimbra
4506,C004507,35,Male,Coimbra
4507,C004508,24,Male,Coimbra
4508,C004509,16,Male,Faro
4509,C004510,42,Male,Porto
4510,C004511,56,Male,Lisbon
4511,C004512,48,Male,Braga
4512,C004513,54,Other,Braga
4513,C004514,47,Male,Faro
4514,C004515,55,Female,Coimbra
4515,C004516,37,Female,Porto
4516,C004517,36,Female,Porto
4517,C004518,45,Other,Porto
4518,C004519,20,Female,Faro
4519,C004520,69,Male,Lisbon
4520,C004521,45,Male,Porto
4521,C004522,42,Female,Porto
4522,C004523,63,Male,Faro
4523,C004524,52,Female,Lisbon
4524,C004525,67,Other,Coimbra
4525,C004526,26,Male,Braga
4526,C004527,41,Male,Coimbra
4527,C004528,31,Other,Braga
4528,C004529,19,Other,Lisbon
4529,C004530,29,Female,Braga
4530,C004531,49,Male,Faro
4531,C004532,44,Female,Porto
4532,C004533,25,Male,Coimbra
4533,C004534,62,Female,Lisbon
4534,C004535,23,Other,Coimbra
4535,C004536,68,Female,Coimbra
4536,C004537,16,Male,Braga
4537,C004538,36,Male,Faro
4538,C004539,49,Other,Faro
4539,C004540,17,Other,Braga
4540,C004541,44,Other,Porto
4541,C004542,64,Other,Porto
4542,C004543,67,Female,Braga
4543,C004544,31,Male,Lisbon
4544,C004545,32,Male,Porto
4545,C004546,38,Male,Faro
4546,C004547,54,Female,Faro
4547,C004548,68,Other,Faro
4548,C004549,35,Male,Faro
4549,C004550,19,Female,Faro
4550,C004551,62,Other,Lisbon
4551,C004552,51,Male,Coimbra
4552,C004553,30,Male,Coimbra
4553,C004554,62,Female,Braga
4554,C004555,27,Female,Lisbon
4555,C004556,67,Male,Lisbon
4556,C004557,56,Male,Porto
4557,C004558,22,Male,Coimbra
4558,C004559,46,Male,Braga
4559,C004560,46,Female,Coimbra
4560,C004561,66,Other,Braga
4561,C004562,56,Other,Lisbon
4562,C004563,20,Female,Coimbra
4563,C004564,56,Male,Coimbra
4564,C004565,64,Male,Lisbon
4565,C004566,16,Female,Lisbon
4566,C004567,19,Female,Coimbra
4567,C004568,61,Male,Coimbra
4568,C004569,56,Other,Braga
4569,C004570,32,Other,Braga
4570,C004571,53,Male,Braga
4571,C004572,48,Male,Faro
4572,C004573,31,Female,Braga
4573,C004574,45,Other,Porto
4574,C004575,25,Other,Lisbon
4575,C004576,36,Female,Porto
4576,C004577,46,Unknown,Braga
4577,C004578,57,Male,Faro
4578,C004579,67,Male,Faro
4579,C004580,66,Female,Braga
4580,C004581,43,Male,Lisbon
4581,C004582,60,Male,Lisbon
4582,C004583,44,Other,Faro
4583,C004584,23,Male,Faro
4584,C004585,40,Male,Coimbra
4585,C004586,65,Male,Porto
4586,C004587,29,Male,Coimbra
4587,C004588,18,Other,Porto
4588,C004589,62,Female,Braga
4589,C004590,32,Other,Lisbon
4590,C004591,49,Female,Braga
4591,C004592,57,Female,Braga
4592,C004593,45,Other,Coimbra
4593,C004594,25,Female,Lisbon
4594,C004595,32,Female,Faro
4595,C004596,39,Female,Coimbra
4596,C004597,62,Female,Porto
4597,C004598,41,Male,Coimbra
4598,C004599,68,Male,Lisbon
4599,C004600,68,Male,Lisbon
4600,C004601,52,Male,Lisbon
4601,C004602,66,Male,Coimbra
4602,C004603,64,Male,Coimbra
4603,C004604,58,Male,Porto
4604,C004605,55,Male,Lisbon
4605,C004606,47,Female,Lisbon
4606,C004607,43,Female,Braga
4607,C004608,20,Other,Coimbra
4608,C004609,62,Male,Lisbon
4609,C004610,67,Female,Coimbra
4610,C004611,61,Female,Lisbon
4611,C004612,41,Female,Lisbon
4612,C004613,21,Other,Faro
4613,C004614,24,Other,Lisbon
4614,C004615,46,Male,Lisbon
4615,C004616,50,Male,Braga
4616,C004617,43,Male,Lisbon
4617,C004618,53,Other,Braga
4618,C004619,30,Female,Lisbon
4619,C004620,40,Female,Coimbra
4620,C004621,57,Male,Porto
4621,C004622,18,Other,Faro
4622,C004623,54,Female,Porto
4623,C004624,66,Male,Braga
4624,C004625,38,Other,Coimbra
4625,C004626,19,Male,Braga
4626,C004627,31,Female,Coimbra
4627,C004628,61,Male,Porto
4628,C004629,19,Female,Lisbon
4629,C004630,20,Other,Porto
4630,C004631,68,Female,Faro
4631,C004632,43,Male,Braga
4632,C004633,44,Female,Porto
4633,C004634,27,Other,Lisbon
4634,C004635,41,Female,Porto
4635,C004636,34,Female,Braga
4636,C004637,20,Female,Faro
4637,C004638,20,Male,Coimbra
4638,C004639,20,Other,Braga
4639,C004640,43,Male,Porto
4640,C004641,16,Other,Coimbra
4641,C004642,37,Male,Faro
4642,C004643,24,Female,Faro
4643,C004644,35,Other,Lisbon
4644,C004645,29,Female,Faro
4645,C004646,61,Other,Lisbon
4646,C004647,34,Other,Lisbon
4647,C004648,67,Female,Porto
4648,C004649,44,Female,Braga
4649,C004650,58,Male,Braga
4650,C004651,42,Male,Coimbra
4651,C004652,69,Male,Braga
4652,C004653,57,Female,Braga
4653,C004654,16,Female,Porto
4654,C004655,60,Male,Porto
4655,C004656,59,Male,Lisbon
4656,C004657,16,Male,Lisbon
4657,C004658,62,Male,Lisbon
4658,C004659,38,Other,Faro
4659,C004660,23,Female,Faro
4660,C004661,20,Male,Coimbra
4661,C004662,33,Male,Porto
4662,C004663,36,Male,Lisbon
4663,C004664,41,Male,Porto
4664,C004665,51,Male,Lisbon
4665,C004666,34,Female,Braga
4666,C004667,47,Female,Coimbra
4667,C004668,54,Female,Braga
4668,C004669,57,Other,Lisbon
4669,C004670,44,Female,Coimbra
4670,C004671,56,Other,Lisbon
4671,C004672,22,Male,Porto
4672,C004673,61,Female,Faro
4673,C004674,64,Male,Coimbra
4674,C004675,63,Male,Braga
4675,C004676,22,Other,Lisbon
4676,C004677,39,Other,Lisbon
4677,C004678,66,Female,Porto
4678,C004679,42,Male,Porto
4679,C004680,48,Other,Porto
4680,C004681,59,Other,Coimbra
4681,C004682,45,Other,Porto
4682,C004683,47,Male,Lisbon
4683,C004684,47,Other,Lisbon
4684,C004685,25,Male,Porto
4685,C004686,29,Female,Braga
4686,C004687,40,Female,Porto
4687,C004688,43,Unknown,Lisbon
4688,C004689,54,Other,Porto
4689,C004690,68,Other,Coimbra
4690,C004691,19,Female,Porto
4691,C004692,33,Male,Faro
4692,C004693,64,Other,Braga
4693,C004694,45,Other,Porto
4694,C004695,38,Female,Lisbon
4695,C004696,19,Female,Lisbon
4696,C004697,64,Other,Lisbon
4697,C004698,59,Male,Braga
4698,C004699,42,Male,Porto
4699,C004700,36,Female,Faro
4700,C004701,43,Male,Porto
4701,C004702,68,Male,Coimbra
4702,C004703,29,Female,Porto
4703,C004704,44,Other,Coimbra
4704,C004705,16,Female,Coimbra
4705,C004706,64,Female,Braga
4706,C004707,61,Other,Faro
4707,C004708,18,Male,Lisbon
4708,C004709,24,Male,Porto
4709,C004710,62,Female,Braga
4710,C004711,58,Female,Coimbra
4711,C004712,24,Male,Porto
4712,C004713,30,Female,Faro
4713,C004714,53,Female,Faro
4714,C004715,20,Other,Faro
4715,C004716,36,Other,Braga
4716,C004717,67,Other,Faro
4717,C004718,63,Male,Porto
4718,C004719,64,Male,Faro
4719,C004720,33,Male,Braga
4720,C004721,53,Female,Coimbra
4721,C004722,41,Female,Braga
4722,C004723,48,Female,Lisbon
4723,C004724,31,Other,Lisbon
4724,C004725,43,Other,Faro
4725,C004726,54,Male,Coimbra
4726,C004727,57,Female,Porto
4727,C004728,49,Female,Braga
4728,C004729,18,Other,Braga
4729,C004730,54,Female,Porto
4730,C004731,54,Other,Braga
4731,C004732,27,Unknown,Lisbon
4732,C004733,28,Other,Braga
4733,C004734,28,Male,Porto
4734,C004735,67,Other,Faro
4735,C004736,21,Other,Braga
4736,C004737,62,Other,Lisbon
4737,C004738,31,Other,Coimbra
4738,C004739,25,Other,Faro
4739,C004740,20,Female,Lisbon
4740,C004741,48,Male,Faro
4741,C004742,38,Female,Braga
4742,C004743,36,Female,Coimbra
4743,C004744,28,Male,Porto
4744,C004745,23,Male,Lisbon
4745,C004746,25,Female,Lisbon
4746,C004747,67,Other,Braga
4747,C004748,47,Female,Braga
4748,C004749,67,Male,Faro
4749,C004750,60,Male,Lisbon
4750,C004751,51,Other,Coimbra
4751,C004752,33,Other,Coimbra
4752,C004753,47,Unknown,Porto
4753,C004754,65,Female,Lisbon
4754,C004755,21,Male,Faro
4755,C004756,16,Other,Lisbon
4756,C004757,22,Female,Coimbra
4757,C004758,20,Female,Faro
4758,C004759,20,Male,Lisbon
4759,C004760,53,Female,Porto
4760,C004761,19,Other,Braga
4761,C004762,65,Female,Coimbra
4762,C004763,43,Female,Faro
4763,C004764,19,Male,Braga
4764,C004765,19,Other,Porto
4765,C004766,50,Other,Faro
4766,C004767,58,Female,Coimbra
4767,C004768,41,Male,Porto
4768,C004769,44,Male,Lisbon
4769,C004770,54,Male,Braga
4770,C004771,65,Female,Faro
4771,C004772,17,Female,Faro
4772,C004773,55,Other,Lisbon
4773,C004774,66,Other,Lisbon
4774,C004775,61,Other,Coimbra
4775,C004776,68,Other,Coimbra
4776,C004777,41,Male,Braga
4777,C004778,43,Other,Faro
4778,C004779,45,Female,Porto
4779,C004780,64,Male,Porto
4780,C004781,62,Other,Braga
4781,C004782,19,Other,Lisbon
4782,C004783,44,Female,Lisbon
4783,C004784,64,Female,Porto
4784,C004785,54,Other,Coimbra
4785,C004786,66,Female,Faro
4786,C004787,68,Other,Braga
4787,C004788,35,Female,Lisbon
4788,C004789,23,Female,Braga
4789,C004790,52,Female,Lisbon
4790,C004791,63,Other,Lisbon
4791,C004792,57,Other,Faro
4792,C004793,42,Other,Coimbra
4793,C004794,38,Male,Braga
4794,C004795,34,Female,Braga
4795,C004796,38,Female,Lisbon
4796,C004797,61,Female,Braga
4797,C004798,33,Male,Faro
4798,C004799,68,Male,Braga
4799,C004800,64,Unknown,Porto
4800,C004801,57,Male,Lisbon
4801,C004802,29,Other,Faro
4802,C004803,51,Other,Coimbra
4803,C004804,38,Other,Faro
4804,C004805,21,Male,Lisbon
4805,C004806,45,Female,Faro
4806,C004807,16,Male,Porto
4807,C004808,56,Female,Braga
4808,C004809,18,Male,Porto
4809,C004810,49,Female,Porto
4810,C004811,38,Other,Porto
4811,C004812,57,Male,Coimbra
4812,C004813,46,Female,Braga
4813,C004814,20,Female,Coimbra
4814,C004815,52,Other,Braga
4815,C004816,49,Male,Braga
4816,C004817,60,Male,Faro
4817,C004818,25,Female,Coimbra
4818,C004819,69,Male,Faro
4819,C004820,25,Other,Lisbon
4820,C004821,32,Male,Braga
4821,C004822,16,Unknown,Braga
4822,C004823,16,Female,Coimbra
4823,C004824,30,Other,Coimbra
4824,C004825,48,Female,Braga
4825,C004826,45,Other,Faro
4826,C004827,58,Female,Porto
4827,C004828,38,Male,Braga
4828,C004829,55,Female,Coimbra
4829,C004830,36,Other,Coimbra
4830,C004831,46,Male,Braga
4831,C004832,37,Other,Lisbon
4832,C004833,43,Male,Braga
4833,C004834,34,Other,Faro
4834,C004835,29,Female,Coimbra
4835,C004836,16,Male,Braga
4836,C004837,52,Male,Porto
4837,C004838,18,Other,Lisbon
4838,C004839,42,Female,Braga
4839,C004840,67,Other,Porto
4840,C004841,58,Other,Lisbon
4841,C004842,54,Other,Lisbon
4842,C004843,37,Other,Lisbon
4843,C004844,19,Male,Coimbra
4844,C004845,47,Other,Lisbon
4845,C004846,57,Male,Coimbra
4846,C004847,45,Female,Lisbon
4847,C004848,34,Other,Porto
4848,C004849,33,Other,Coimbra
4849,C004850,55,Unknown,Braga
4850,C004851,66,Male,Braga
4851,C004852,17,Female,Porto
4852,C004853,65,Female,Lisbon
4853,C004854,34,Other,Porto
4854,C004855,27,Female,Lisbon
4855,C004856,28,Female,Coimbra
4856,C004857,40,Female,Coimbra
4857,C004858,35,Female,Porto
4858,C004859,64,Male,Faro
4859,C004860,63,Other,Porto
4860,C004861,20,Other,Coimbra
4861,C004862,20,Female,Faro
4862,C004863,18,Male,Braga
4863,C004864,39,Male,Lisbon
4864,C004865,38,Male,Faro
4865,C004866,55,Other,Porto
4866,C004867,57,Male,Porto
4867,C004868,36,Female,Faro
4868,C004869,20,Other,Coimbra
4869,C004870,40,Male,Coimbra
4870,C004871,59,Other,Coimbra
4871,C004872,40,Female,Lisbon
4872,C004873,18,Other,Coimbra
4873,C004874,27,Male,Lisbon
4874,C004875,54,Female,Lisbon
4875,C004876,32,Other,Coimbra
4876,C004877,58,Other,Porto
4877,C004878,32,Male,Faro
4878,C004879,45,Male,Coimbra
4879,C004880,21,Male,Porto
4880,C004881,51,Other,Faro
4881,C004882,22,Other,Lisbon
4882,C004883,26,Other,Coimbra
4883,C004884,48,Other,Braga
4884,C004885,50,Male,Faro
4885,C004886,30,Female,Braga
4886,C004887,30,Female,Coimbra
4887,C004888,48,Female,Lisbon
4888,C004889,36,Female,Braga
4889,C004890,16,Female,Braga
4890,C004891,48,Male,Lisbon
4891,C004892,56,Other,Faro
4892,C004893,51,Female,Lisbon
4893,C004894,49,Female,Faro
4894,C004895,29,Female,Braga
4895,C004896,40,Female,Braga
4896,C004897,67,Female,Porto
4897,C004898,67,Male,Lisbon
4898,C004899,62,Other,Lisbon
4899,C004900,45,Female,Faro
4900,C004901,22,Other,Coimbra
4901,C004902,52,Male,Braga
4902,C004903,57,Female,Porto
4903,C004904,41,Male,Faro
4904,C004905,18,Other,Lisbon
4905,C004906,21,Female,Faro
4906,C004907,30,Male,Coimbra
4907,C004908,36,Male,Lisbon
4908,C004909,33,Male,Braga
4909,C004910,36,Other,Lisbon
4910,C004911,65,Female,Lisbon
4911,C004912,20,Male,Braga
4912,C004913,45,Female,Porto
4913,C004914,26,Female,Braga
4914,C004915,46,Other,Porto
4915,C004916,26,Other,Lisbon
4916,C004917,60,Other,Lisbon
4917,C004918,52,Other,Faro
4918,C004919,56,Other,Faro
4919,C004920,62,Other,Coimbra
4920,C004921,46,Male,Faro
4921,C004922,66,Male,Porto
4922,C004923,30,Female,Faro
4923,C004924,51,Other,Porto
4924,C004925,50,Other,Lisbon
4925,C004926,39,Other,Porto
4926,C004927,20,Other,Porto
4927,C004928,33,Female,Braga
4928,C004929,55,Female,Lisbon
4929,C004930,66,Female,Coimbra
4930,C004931,50,Other,Lisbon
4931,C004932,30,Female,Faro
4932,C004933,69,Female,Coimbra
4933,C004934,51,Female,Faro
4934,C004935,63,Male,Porto
4935,C004936,66,Male,Lisbon
4936,C004937,46,Male,Faro
4937,C004938,33,Unknown,Porto
4938,C004939,29,Female,Coimbra
4939,C004940,21,Female,Braga
4940,C004941,65,Female,Braga
4941,C004942,16,Unknown,Braga
4942,C004943,31,Male,Lisbon
4943,C004944,39,Female,Coimbra
4944,C004945,56,Male,Braga
4945,C004946,43,Male,Faro
4946,C004947,44,Other,Porto
4947,C004948,53,Male,Faro
4948,C004949,36,Male,Braga
4949,C004950,67,Male,Braga
4950,C004951,45,Male,Braga
4951,C004952,66,Other,Braga
4952,C004953,39,Female,Porto
4953,C004954,32,Other,Porto
4954,C004955,60,Female,Faro
4955,C004956,66,Female,Porto
4956,C004957,35,Other,Faro
4957,C004958,69,Other,Lisbon
4958,C004959,22,Female,Lisbon
4959,C004960,51,Unknown,Lisbon
4960,C004961,27,Other,Lisbon
4961,C004962,47,Female,Faro
4962,C004963,66,Female,Braga
4963,C004964,35,Male,Braga
4964,C004965,29,Female,Braga
4965,C004966,23,Other,Faro
4966,C004967,21,Other,Braga
4967,C004968,63,Other,Coimbra
4968,C004969,62,Other,Faro
4969,C004970,58,Male,Faro
4970,C004971,59,Female,Faro
4971,C004972,52,Male,Lisbon
4972,C004973,24,Male,Braga
4973,C004974,65,Other,Braga
4974,C004975,51,Female,Lisbon
4975,C004976,34,Male,Porto
4976,C004977,59,Other,Coimbra
4977,C004978,41,Other,Coimbra
4978,C004979,53,Male,Porto
4979,C004980,46,Male,Lisbon
4980,C004981,62,Female,Faro
4981,C004982,49,Other,Porto
4982,C004983,58,Male,Coimbra
4983,C004984,38,Male,Lisbon
4984,C004985,27,Female,Porto
4985,C004986,25,Other,Faro
4986,C004987,66,Other,Coimbra
4987,C004988,24,Male,Porto
4988,C004989,32,Other,Lisbon
4989,C004990,27,Female,Lisbon
4990,C004991,22,Male,Coimbra
4991,C004992,67,Other,Braga
4992,C004993,39,Female,Braga
4993,C004994,57,Other,Porto
4994,C004995,30,Female,Lisbon
4995,C004996,49,Female,Faro
4996,C004997,65,Other,Coimbra
4997,C004998,58,Male,Braga
4998,C004999,19,Other,Braga
4999,C005000,48,Other,Faro
5000,C005001,55,Other,Lisbon
5001,C005002,65,Male,Lisbon
5002,C005003,68,Other,Porto
5003,C005004,67,Female,Braga
5004,C005005,41,Female,Coimbra
5005,C005006,16,Female,Lisbon
5006,C005007,34,Female,Faro
5007,C005008,47,Female,Faro
5008,C005009,28,Female,Porto
5009,C005010,19,Male,Braga
5010,C005011,51,Male,Porto
5011,C005012,55,Female,Lisbon
5012,C005013,24,Female,Lisbon
5013,C005014,48,Female,Porto
5014,C005015,21,Other,Faro
5015,C005016,47,Other,Coimbra
5016,C005017,31,Other,Braga
5017,C005018,40,Female,Coimbra
5018,C005019,50,Other,Lisbon
5019,C005020,29,Female,Coimbra
5020,C005021,41,Male,Faro
5021,C005022,61,Female,Coimbra
5022,C005023,36,Other,Coimbra
5023,C005024,68,Male,Lisbon
5024,C005025,31,Other,Coimbra
5025,C005026,25,Male,Braga
5026,C005027,27,Female,Porto
5027,C005028,64,Other,Porto
5028,C005029,43,Female,Porto
5029,C005030,22,Male,Coimbra
5030,C005031,42,Other,Braga
5031,C005032,50,Other,Porto
5032,C005033,67,Female,Braga
5033,C005034,59,Female,Porto
5034,C005035,60,Female,Coimbra
5035,C005036,57,Other,Faro
